id,budget,variant,gapCp,deltaGapCp,completedDepth,nodes,elapsedMs,move,fallback
22,{'nodes': 12000},capture,0,0,4,12000,70.828,3g3f,False
23,{'nodes': 12000},capturelmr,0,0,4,12000,75.443,7c7d,False
23,{'nodes': 12000},policy1capturelmr,0,0,4,12000,98.246,7c7d,False
23,{'nodes': 12000},base,0,0,3,12000,61.386,7c7d,False
23,{'nodes': 12000},capture,0,0,4,12000,62.006,7c7d,False
23,{'nodes': 12000},policy1capture,0,0,4,12000,89.187,7c7d,False
0,{'nodes': 48000},base,65,0,4,48000,277.594,4i5h,False
0,{'nodes': 48000},capture,65,0,4,48000,299.906,4i5h,False
0,{'nodes': 48000},policy1capture,65,0,4,48000,389.371,4i5h,False
0,{'nodes': 48000},capturelmr,65,0,5,48000,319.325,4i5h,False
0,{'nodes': 48000},policy1capturelmr,65,0,5,48000,368.22,4i5h,False
1,{'nodes': 48000},capture,0,0,4,48000,293.485,8g8f,False
1,{'nodes': 48000},policy1capture,0,0,4,48000,277.008,8g8f,False
1,{'nodes': 48000},capturelmr,0,0,5,48000,326.033,8g8f,False
1,{'nodes': 48000},policy1capturelmr,0,0,5,48000,351.061,8g8f,False
1,{'nodes': 48000},base,0,0,4,48000,263.829,8g8f,False
2,{'nodes': 48000},policy1capture,224,0,4,48000,341.262,3i4h,False
2,{'nodes': 48000},capturelmr,0,-224,5,48000,290.003,2i3g,False
2,{'nodes': 48000},policy1capturelmr,224,0,5,48000,382.258,3i4h,False
2,{'nodes': 48000},base,224,0,4,48000,309.42,3i4h,False
2,{'nodes': 48000},capture,224,0,4,48000,338.472,3i4h,False
3,{'nodes': 48000},capturelmr,60,60,6,48000,342.587,6g6f,False
3,{'nodes': 48000},policy1capturelmr,33,33,5,48000,381.434,5g5f,False
3,{'nodes': 48000},base,0,0,4,48000,413.725,7g6h,False
3,{'nodes': 48000},capture,0,0,4,48000,303.084,7g6h,False
3,{'nodes': 48000},policy1capture,0,0,4,48000,365.765,7g6h,False
4,{'nodes': 48000},policy1capturelmr,0,0,4,48000,304.29,4b3b,False
4,{'nodes': 48000},base,0,0,4,48000,288.198,4b3b,False
4,{'nodes': 48000},capture,0,0,4,48000,317.166,4b3b,False
4,{'nodes': 48000},policy1capture,0,0,4,48000,393.522,4b3b,False
4,{'nodes': 48000},capturelmr,0,0,4,48000,283.465,4b3b,False
5,{'nodes': 48000},base,0,0,4,48000,315.276,7h7e,False
5,{'nodes': 48000},capture,0,0,4,48000,315.319,7h7e,False
5,{'nodes': 48000},policy1capture,0,0,4,48000,287.592,7h7e,False
5,{'nodes': 48000},capturelmr,0,0,5,48000,285.777,7h7e,False
5,{'nodes': 48000},policy1capturelmr,0,0,5,48000,310.663,7h7e,False
6,{'nodes': 48000},capture,142,0,4,48000,263.051,7i7h,False
6,{'nodes': 48000},policy1capture,142,0,4,48000,413.573,7i7h,False
6,{'nodes': 48000},capturelmr,142,0,4,48000,326.29,7i7h,False
6,{'nodes': 48000},policy1capturelmr,142,0,5,48000,295.127,7i7h,False
6,{'nodes': 48000},base,142,0,3,48000,335.291,7i7h,False
7,{'nodes': 48000},policy1capture,0,0,4,48000,408.029,8h7g,False
7,{'nodes': 48000},capturelmr,0,0,5,48000,361.071,8h7g,False
7,{'nodes': 48000},policy1capturelmr,0,0,5,48000,531.412,8h7g,False
7,{'nodes': 48000},base,0,0,4,48000,337.559,8h7g,False
7,{'nodes': 48000},capture,0,0,4,48000,503.179,8h7g,False
8,{'nodes': 48000},capturelmr,0,0,4,48000,400.708,P*2c,False
8,{'nodes': 48000},policy1capturelmr,0,0,4,48000,285.789,P*2c,False
8,{'nodes': 48000},base,0,0,3,48000,350.849,P*2c,False
8,{'nodes': 48000},capture,0,0,3,48000,300.298,P*2c,False
8,{'nodes': 48000},policy1capture,0,0,3,48000,386.003,P*2c,False
9,{'nodes': 48000},policy1capturelmr,76,0,4,48000,470.184,2i3g,False
9,{'nodes': 48000},base,76,0,4,48000,351.609,2i3g,False
9,{'nodes': 48000},capture,76,0,4,48000,359.473,2i3g,False
9,{'nodes': 48000},policy1capture,76,0,4,48000,447.416,2i3g,False
9,{'nodes': 48000},capturelmr,76,0,4,48000,322.908,2i3g,False
10,{'nodes': 48000},base,0,0,4,48000,469.946,7e7d,False
10,{'nodes': 48000},capture,0,0,4,48000,363.889,7e7d,False
10,{'nodes': 48000},policy1capture,0,0,4,48000,520.733,7e7d,False
10,{'nodes': 48000},capturelmr,0,0,4,48000,377.437,7e7d,False
10,{'nodes': 48000},policy1capturelmr,0,0,4,48000,573.541,7e7d,False
11,{'nodes': 48000},capture,0,0,4,48000,324.16,3i2h,False
11,{'nodes': 48000},policy1capture,0,0,4,48000,369.898,3i2h,False
11,{'nodes': 48000},capturelmr,0,0,6,48000,346.805,3i2h,False
11,{'nodes': 48000},policy1capturelmr,0,0,6,48000,420.509,3i2h,False
11,{'nodes': 48000},base,0,0,4,48000,294.861,3i2h,False
12,{'nodes': 48000},policy1capture,0,0,4,48000,407.34,7h6g,False
12,{'nodes': 48000},capturelmr,0,0,5,48000,347.39,7h6g,False
12,{'nodes': 48000},policy1capturelmr,0,0,5,48000,351.311,7h6g,False
12,{'nodes': 48000},base,0,0,4,48000,365.43,7h6g,False
12,{'nodes': 48000},capture,0,0,4,48000,320.904,7h6g,False
13,{'nodes': 48000},capturelmr,0,0,3,48000,268.932,2h5h,False
13,{'nodes': 48000},policy1capturelmr,0,0,3,48000,309.015,2h5h,False
13,{'nodes': 48000},base,0,0,2,48000,265.964,2h5h,False
13,{'nodes': 48000},capture,0,0,3,48000,268.749,2h5h,False
13,{'nodes': 48000},policy1capture,0,0,3,48000,290.643,2h5h,False
14,{'nodes': 48000},policy1capturelmr,0,0,5,48000,372.249,7a6b,False
14,{'nodes': 48000},base,0,0,4,48000,313.951,7a6b,False
14,{'nodes': 48000},capture,0,0,4,48000,399.984,7a6b,False
14,{'nodes': 48000},policy1capture,0,0,4,48000,356.155,7a6b,False
14,{'nodes': 48000},capturelmr,0,0,5,48000,333.922,7a6b,False
15,{'nodes': 48000},base,0,0,4,48000,262.529,2d2e,False
15,{'nodes': 48000},capture,0,0,4,48000,317.527,2d2e,False
15,{'nodes': 48000},policy1capture,0,0,4,48000,398.509,2d2e,False
15,{'nodes': 48000},capturelmr,0,0,5,48000,322.826,2d2e,False
15,{'nodes': 48000},policy1capturelmr,0,0,5,48000,336.491,2d2e,False
16,{'nodes': 48000},capture,0,0,4,48000,340.716,5e5d,False
16,{'nodes': 48000},policy1capture,0,0,4,48000,453.265,5e5d,False
16,{'nodes': 48000},capturelmr,0,0,5,48000,300.03,5e5d,False
16,{'nodes': 48000},policy1capturelmr,0,0,5,48000,362.865,5e5d,False
16,{'nodes': 48000},base,0,0,4,48000,291.624,5e5d,False
17,{'nodes': 48000},policy1capture,0,0,4,48000,367.971,2h2d,False
17,{'nodes': 48000},capturelmr,0,0,5,48000,337.55,2h2d,False
17,{'nodes': 48000},policy1capturelmr,0,0,5,48000,399.337,2h2d,False
17,{'nodes': 48000},base,0,0,4,48000,304.466,2h2d,False
17,{'nodes': 48000},capture,0,0,4,48000,277.531,2h2d,False
18,{'nodes': 48000},capturelmr,0,-10,5,48000,353.366,7g3c+,False
18,{'nodes': 48000},policy1capturelmr,0,-10,5,48000,537.851,7g3c+,False
18,{'nodes': 48000},base,10,0,4,48000,338.419,3g3f,False
18,{'nodes': 48000},capture,10,0,4,48000,373.235,3g3f,False
18,{'nodes': 48000},policy1capture,10,0,4,48000,387.117,3g3f,False
19,{'nodes': 48000},policy1capturelmr,31,0,5,48000,468.048,6b6c,False
19,{'nodes': 48000},base,31,0,4,48000,399.151,6b6c,False
19,{'nodes': 48000},capture,31,0,4,48000,371.957,6b6c,False
19,{'nodes': 48000},policy1capture,31,0,4,48000,482.851,6b6c,False
19,{'nodes': 48000},capturelmr,31,0,4,48000,331.521,6b6c,False
20,{'nodes': 48000},base,618,0,4,48000,355.096,5f8f,False
20,{'nodes': 48000},capture,618,0,4,48000,375.679,5f8f,False
20,{'nodes': 48000},policy1capture,618,0,4,48000,363.137,5f8f,False
20,{'nodes': 48000},capturelmr,618,0,5,48000,283.537,5f8f,False
20,{'nodes': 48000},policy1capturelmr,618,0,5,48000,429.541,5f8f,False
21,{'nodes': 48000},capture,0,0,4,48000,328.137,5c5d,False
21,{'nodes': 48000},policy1capture,0,0,4,48000,420.823,5c5d,False
21,{'nodes': 48000},capturelmr,127,127,4,48000,325.714,4c4d,False
21,{'nodes': 48000},policy1capturelmr,127,127,4,48000,329.493,4c4d,False
21,{'nodes': 48000},base,0,0,4,48000,313.026,5c5d,False
22,{'nodes': 48000},policy1capture,0,0,4,48000,371.487,3g3f,False
22,{'nodes': 48000},capturelmr,0,0,6,48000,421.523,3g3f,False
22,{'nodes': 48000},policy1capturelmr,0,0,6,48000,363.304,3g3f,False
22,{'nodes': 48000},base,0,0,4,48000,323.9,3g3f,False
22,{'nodes': 48000},capture,0,0,4,48000,343.894,3g3f,False
23,{'nodes': 48000},capturelmr,0,0,6,48000,298.673,7c7d,False
23,{'nodes': 48000},policy1capturelmr,0,0,6,48000,304.063,7c7d,False
23,{'nodes': 48000},base,0,0,4,48000,270.316,7c7d,False
23,{'nodes': 48000},capture,0,0,4,48000,297.867,7c7d,False
23,{'nodes': 48000},policy1capture,0,0,4,48000,448.492,7c7d,False
